word,frequency
perceived,7
unbred,1
idolatry,6
idol,9
alike,42
songs,18
wondrous,40
constancy,18
confined,4
expressing,3
difference,39
varying,5
themes,2
chronicle,9
wasted,19
descriptions,1
wights,2
beautiful,16
ladies,123
knights,63
blazon,7
lip,37
prophecies,9
prefiguring,1
looked,10
divining,3
prophetic,6
dreaming,9
forfeit,30
eclipse,5
endured,7
augurs,1
presage,8
incertainties,2
crown,259
proclaims,10
olives,2
endless,9
drops,58
balmy,3
subscribes,2
insults,1
tribes,3
tyrants’,2
crests,4
tombs,5
figured,1
register,5
express,39
boy,377
prayers,94
divine,54
hallowed,6
weighs,9
necessary,20
aye,16
page,138
bred,56
qualify,8
easy,63
ranged,1
travels,7
just,148
exchanged,2
reigned,3
frailties,4
kinds,8
preposterously,4
stained,8
universe,2
alas,242
motley,10
gored,2
sold,41
cheap,15
offences,26
affections,44
askance,3
blenches,1
essays,1
proved,15
grind,6
newer,7
proof,77
try,93
older,5
next,182
guilty,83
goddess,29
harmful,9
provide,33
breeds,28
receives,16
brand,11
subdued,6
dyer’s,1
renewed,2
patient,90
drink,162
potions,5
eisel,2
bitter,79
penance,19
correct,9
correction,21
assure,57
cure,66
impression,12
scandal,19
stamped,3
o’er-green,1
strive,38
steeled,5
changes,22
profound,16
abysm,3
throw,109
voices,55
adder’s,1
critic,3
flatterer,14
stopped,2
dispense,11
besides,114
governs,3
about,425
function,17
partly,35
effectually,2
delivers,11
bird,48
latch,4
objects,14
vision,16
catch,74
rud’st,1
gentlest,2
deformed’st,1
creature,76
dove,25
shapes,29
feature,15
incapable,6
maketh,4
monarch’s,2
plague,99
saith,11
monsters,13
indigest,3
cherubins,5
resemble,9
creating,5
beams,26
assemble,7
kingly,27
drinks,18
gust,7
’greeing,1
palate,10
cup,49
poisoned,5
lesser,32
begin,122
knew,169
reason,305
afterwards,38
reckoning,18
millioned,1
accidents,14
creep,29
vows,72
decrees,12
tan,1
sharp’st,1
intents,20
divert,3
minds,59
alt’ring,1
fearing,30
tyranny,37
‘now,3
certain,181
incertainty,1
crowning,2
marriage,117
admit,24
impediments,8
alters,4
alteration,9
bends,5
remover,1
ever-fixed,2
tempests,6
shaken,5
wand’ring,3
worth’s,1
unknown,46
taken,98
rosy,4
lips,173
sickle’s,1
compass,34
weeks,7
error,33
accuse,39
scanted,5
repay,5
whereto,29
frequent,4
dear-purchased,1
hoisted,2
transport,6
wilfulness,1
surmise,8
accumulate,2
level,26
shoot,30
wakened,2
appeal,20
eager,11
urge,35
prevent,30
maladies,4
sicken,8
shun,25
sickness,52
purge,23
ne’er-cloying,1
sauces,1
welfare,6
meetness,1
diseased,5
needing,1
policy,46
t’,1
anticipate,1
ills,10
medicine,19
healthful,9
goodness,57
cured,4
lesson,8
drugs,11
poison,84
feil,1
drunk,69
siren,3
limbecks,1
foul,255
applying,3
hopes,60
committed,38
spheres,10
fitted,14
distraction,13
madding,4
fever,23
built,17
rebuked,2
unkind,29
befriends,1
transgression,9
nerves,8
hammered,1
unkindness,24
y’have,1
weigh,41
suffered,10
deepest,6
hard,180
hits,10
tendered,1
wounded,41
bosoms,27
fits,48
becomes,69
fee,30
ransoms,2
reproach,24
feeling,37
adulterate,6
salutation,7
sportive,5
frailer,1
spies,16
wills,29
abuses,14
reckon,8
bevel,1
maintain,42
badness,4
reign,46
tables,15
charactered,1
lasting,17
beyond,68
faculty,2
subsist,1
oblivion,17
missed,1
retention,4
tallies,1
score,29
bold,153
receive,96
import,19
forgetfulness,6
pyramids,2
novel,1
dressings,2
dates,4
admire,9
foist,1
rather,331
heard,373
registers,1
defy,31
wond’ring,1
records,6
continual,15
gathered,6
builded,3
accident,23
suffers,12
smiling,34
pomp,33
falls,78
blow,105
thralled,1
discontent,19
inviting,6
heretic,7
leases,2
short-numbered,1
hugely,2
politic,15
drowns,6
fools,104
were’t,4
bore,36
extern,2
honouring,2
laid,97
bases,4
ruining,1
dwellers,1
paying,9
rent,10
compound,19
forgoing,1
savour,9
pitiful,32
thrivers,1
gazing,18
oblation,1
mixed,1
seconds,6
render,42
suborned,2
informer,2
impeached,1
fickle,13
waning,6
show’st,2
withering,3
(sovereign,1
over,172
wrack),1
goest,15
onwards,1
minion,18
detain,9
delayed),1
answered,18
quietus,2
counted,9
successive,5
slandered,3
fairing,1
art’s,1
borrowed,16
bower,9
profaned,3
mistress’,15
raven,17
suited,8
mourners,5
slandering,2
becoming,8
play’st,1
wood,74
fingers,41
gently,38
sway’st,1
wiry,2
jacks,7
kiss,212
harvest,19
reap,14
wood’s,1
boldness,16
tickled,5
situation,2
dancing,21
chips,1
walk,127
gait,36
lust,75
perjured,5
savage,34
extreme,16
enjoyed,4
sooner,64
hunted,7
hated,30
swallowed,12
bait,19
taker,3
mad,263
pursuit,20
bliss,22
proposed,3
coral,6
snow,40
breasts,14
dun,4
hairs,34
wires,2
damasked,1
reeks,1
sound,217
treads,10
belied,8
tyrannous,14
proudly,11
doting,16
err,14
swear,260
groans,43
neck,75
judgment’s,1
proceeds,9
pitying,6
disdain,42
ruth,5
grey,44
east,42
ushers,2
sober,18
mourning,23
become,154
beseem,7
suit,146
herself,111
beshrew,34
slavery,5
sweet’st,2
harder,13
engrossed,2
forsaken,6
three-fold,2
crossed,2
prison,112
ward,19
whoe’er,3
rigour,10
gaol,10
perforce,49
confessed,2
mortgaged,1
restore,20
covetous,9
learned,56
surety-like,1
bond,75
fist,12
bind,45
statute,4
put’st,2
sue,28
came,363
debtor,13
whole,132
whoever,15
boot,32
overplus,3
spacious,14
acceptance,10
addeth,1
beseechers,1
admitted,14
love-suit,3
fulfil,7
receipt,13
reckoned,1
untold,3
store’s,1
corrupt,29
over-partial,1
anchored,1
bay,30
eyes’,5
forged,7
hooks,4
tied,30
several,86
plot,53
erred,1
transferred,1
swears,30
untutored,2
unlearned,3
subtleties,2
vainly,9
simply,12
credit,53
false-speaking,1
sides,47
suppressed,1
unjust,23
habit,42
flattered,5
justify,9
slay,32
need’st,3
o’erpressed,1
dart,10
outright,5
rid,34
press,33
manner,83
pity-wanting,1
testy,9
news,316
physicians,8
madness,68
ill-wresting,1
slanderers,2
ears,173
believed,8
despise,22
pleased,15
dote,31
cars,8
tongue’s,2
tune,68
delighted,6
prone,7
invited,10
senses,38
dissuade,7
foolish,100
unswayed,1
likeness,25
awards,3
merits,11
reproving,2
scarlet,14
ornaments,12
sealed,7
robbed,2
beds’,1
revenues,7
rents,5
woo,79
importune,13
deserve,68
pitied,18
self-example,1
denied,56
huswife,7
runs,49
feathered,1
broke,89
dispatch,71
neglected,17
chase,41
busy,30
follow,319
prizing,1
infant’s,2
run’st,1
afar,19
pray,780
loud,68
crying,38
suggest,7
angel,51
worser,20
coloured,2
female,17
tempteth,1
saint,120
devil,221
wooing,26
purity,11
fiend,63
directly,33
doubt,184
breathed,6
hate’,3
languished,1
woeful,39
mercy,187
chiding,13
followed,38
flown,7
threw,30
saved,22
saying,59
‘not,2
you’,1
centre,12
rebel,25
powers,70
array,14
dearth,12
costly,12
inheritors,2
excess,15
charge,212
servant’s,1
aggravate,5
buy,106
terms,76
selling,3
dross,5
fed,38
feed,90
there’s,113
dying,55
longing,22
nurseth,1
disease,29
preserve,31
uncertain,11
sickly,19
physician,31
angry,107
prescriptions,3
desperate,60
except,36
frantic-mad,1
unrest,8
discourse,64
random,5
sworn,134
correspondence,1
censures,4
falsely,18
aright,9
denote,5
vexed,3
watching,10
marvel,37
mistake,43
sees,56
clears,7
keep’st,2
well-seeing,1
partake,8
all-tyrant,1
hateth,4
frown’st,1
fawn,14
lour’st,1
revenge,160
service,231
worship,94
commanded,41
insufficiency,2
brightness,3
refuse,33
warrantise,1
exceeds,12
abhor,23
unworthiness,5
raised,7
conscience,127
cheater,6
betraying,2
nobler,20
treason,99
stays,39
rising,18
drudge,7
swearing,26
act,135
bed-vow,1
torn,15
vowing,3
oaths’,1
breach,35
twenty,160
oaths,71
misuse,8
honest,302
enlighten,1
blindness,5
cupid,34
asleep,61
maid,190
dian’s,2
love-kindling,1
quickly,125
steep,12
valley-fountain,1
endure,78
seeting,1
bath,8
new-fired,1
trial,60
touch,125
withal,147
thither,95
hied,1
distempered,4
love-god,1
lying,31
heart-inflaming,1
nymphs,10
vowed,6
chaste,49
tripping,6
votary,4
legions,20
warmed,4
sleeping,51
virgin,40
disarmed,1
quenched,3
cool,34
discased,1
thrall,6
heats,2
cools,6
dramatis,22
personae,13
rousillon,26
follower,13
bertram,9
countess,10
clown,21
gentlewoman,50
protected,3
daughter,460
neighbour,47
officers,63
soldiers,190
etc,16
french,174
florentine,13
paris,105
florence,19
marseilles,4
1,48
palace,184
enter,2085
delivering,4
bury,47
madam,518
o'er,155
father's,180
majesty's,12
command,182
subjection,7
sir,2611
generally,12
necessity,39
stir,87
wanted,8
amendment,4
abandon'd,4
practices,13
persecuted,1
father-,9
'had,2
',671
passage,38
'tis,1057
-whose,1
honesty,90
stretch'd,9
king's,136
call'd,147
famous,32
profession,21
so-,12
gerard,3
de,110
narbon,3
lately,32
spoke,158
admiringly,2
mourningly,1
skilful,7
liv'd,60
languishes,2
fistula,1
notorious,15
bequeathed,4
overlooking,3
education,10
promises,24
dispositions,5
inherits,2
unclean,5
carries,26
qualities,28
commendations,14
pity-they,1
virtues,50
traitors,57
simpleness,5
derives,5
achieves,1
brine,11
season,46
approaches,15
livelihood,3
helena,25
affect,25
have-,3
moderate,8
lamentation,11
excessive,2
enemy,166
wishes,38
understand,100
succeed,16
empire,18
birthright,5
life's,21
check'd,6
tax'd,3
speech,133
furnish,21
unseason'd,2
courtier,34
advise,41
bless,109
exit,653
forg'd,6
servants,93
[to,221
comfortable,13
lady,696
exeunt,770
shed,55
imagination,31
in't,77
bertram's,1
undone,59
'twere,89
particular,54
wed,37
radiance,3
collateral,2
comforted,7
sphere,10
th',932
ambition,46
itself,249
hind,11
mated,7
lion,89
'twas,124
arched,2
brows,43
hawking,4
heart's,33
table-heart,1
capable,16
trick,50
he's,259
idolatrous,1
fancy,49
sanctify,4
relics,4
[aside],216
liar,13
solely,9
fix'd,17
evils,26
fit,179
virtue's,12
steely,2
bleak,5
i',226
superfluous,17
monarch,17
meditating,5
virginity,28
soldier,139
ask,169
barricado,2
assails,3
valiant,154
unfold,31
warlike,62
resistance,6
setting,25
undermine,3
underminers,1
blowers-up,1
military,9
virgins,11
blown,41
quicklier,1
marry,374
blowing,10
yourselves,74
city,131
commonwealth,28
rational,2
metal,26
companion,41
with't,11
't,61
there's,288
rule,52
mothers,24
infallible,5
disobedience,8
hangs,42
murders,11
highways,2
sanctified,7
offendress,1
mites,1
cheese,13
consumes,2
paring,1
stomach,46
peevish,29
inhibited,2
canon,6
by't,9
principal,10
liking,32
ne'er,169
likes,29
commodity,20
gloss,16
vendible,2
request,66
wears,43
cap,49
unsuitable,2
brooch,6
toothpick,2
pie,9
porridge,8
wither'd,21
pears,1
eats,20
drily,1
pear,5
formerly,9
anything,106
guide,27
counsellor,15
traitress,1
humility,17
jarring,4
discord,19
dulcet,6
disaster,6
adoptious,1
christendoms,1
blinking,2
gossips,6
he-,6
court's,1
learning-place,1
one-,6
pity-,2
what's,250
poorer,5
baser,14
shut,58
effects,31
returns,18
monsieur,41
parolles,12
helen,54
court,263
charitable,19
especially,18
wars,140
predominant,5
retrograde,2
that's,325
running,29
proposes,1
safety,72
valour,105
business,230
acutely,1
instruction,15
serve,192
naturalize,1
courtier's,5
counsel,132
advice,49
unthankfulness,4
uses,20
remedies,8
ourselves,117
ascribe,3
fated,5
pull,12
designs,11
mounts,7
mightiest,7
native,43
impossible,39
attempts,7
pains,92
strove,4
miss,25
disease-my,1
project,12
2,48
cornets,19
letters,127
divers,22
florentines,2
senoys,1
fought,70
continue,33
braving,6
reported,16
credible,1
certainty,8
vouch'd,5
cousin,258
austria,5
caution,6
speedy,21
prejudicates,1
denial,11
approv'd,4
amplest,2
credence,3
arm'd,21
gentlemen,206
mean,288
tuscan,2
freely,58
nursery,5
gentry,15
breathing,25
exploit,16
bear'st,6
compos'd,5
moral,26
corporal,21
soundness,1
myself,583
friendship,47
tried,23
soldiership,8
discipled,1
bravest,4
lasted,2
haggish,1
wore,29
repairs,3
talk,207
observe,36
jest,108
unnoted,3
levity,5
contempt,47
sharpness,3
awak'd,14
minute,39
exception,5
obey'd,8
below,58
us'd,44
bow'd,10
eminent,5
humbled,10
younger,36
demonstrate,5
goers,1
approof,4
royal,215
say-,8
plausive,3
scatter'd,6
grafted,5
bear-,1
'let,11
live'-,1
began,44
catastrophe,4
heel,17
pastime,15
out-'let,1
live',1
quoth,114
'after,1
lacks,16
oil,14
snuff,8
apprehensive,3
judgments,12
mere,59
fathers,40
constancies,1
fashions,9
wish'd,31
wax,30
dissolved,2
hive,8
labourers,1
you're,24
know't,15
is't,137
fam'd,8
six,60
months,39
yet-,7
arm-the,1
worn,36
applications,1
son's,17
[flourish],8
3,46
calendar,9
endeavours,9
modesty,53
clearness,2
deservings,6
does,338
knave,161
sirrah,143
complaints,9
slowness,2
ability,8
knaveries,4
fellow,307
damn'd,53
ladyship's,6
isbel,2
beg,105
isbel's,1
heritage,2
o',292
bames,1
requires,16
driven,20
drives,18
worship's,10
wicked,67
wickedness,10
wife's,26
y'are,36
shallow,94
madam-in,1
knaves,43
aweary,7
spares,4
team,6
crop,10
cuckold,27
comforts,27
cherisher,1
cherishes,1
ergo,7
kisses,40
charbon,1
puritan,7
poysam,1
papist,1
howsome'er,2
sever'd,9
religion,16
heads,107
jowl,2
horns,54
deer,41
foul-mouth'd,1
calumnious,3
prophet,15
ballad,16
repeat,18
destiny,22
cuckoo,14
i'll,1274
[sings],24
'was,1
cause',1
'why,12
grecians,6
sacked,1
troy,113
priam's,7
sighed,3
stood,109
sentence,41
'among,1
purifying,1
we'd,2
tithe-woman,1
parson,17
'a,85
blazing,2
earthquake,7
'twould,16
lottery,3
you'll,120
woman's,66
surplice,2
gown,52
forsooth,47
hither,306
entirely,9
bequeath'd,3
lawfully,4
owing,2
she'll,27
demand,60
communicate,3
touch'd,43
stranger,50
estates,7
extend,17
diana,23
knight,145
surpris'd,17
rescue,30
assault,17
afterward,9
deliver'd,34
e'er,67
exclaim,11
speedily,13
acquaint,22
sithence,2
happen,7
concerns,21
discharg'd,11
honestly,7
yourself,284
likelihoods,4
inform'd,9
tott'ring,3
balance,11
misdoubt,6
stall,3
further,204
nature's,29
ours,92
thorn,10
love's,49
impress'd,2
remembrances,5
on't,91
honourable,125
methought,42
serpent,25
'mother',2
start,35
catalogue,4
enwombed,1
adoption,4
strives,11
choice,77
slip,24
foreign,29
seeds,8
oppress'd,8
mother's,58
god's,107
curd,2
messenger,84
many-colour'd,1
iris,4
rounds,5
brother,551
honoured,11
parents,12
noble,667
were-,4
brother-,4
sister,208
can't,2
yes,243
daughter-in-law,3
shield,31
'daughter',1
pulse,10
catch'd,3
fondness,3
myst'ry,1
loneliness,2
salt,46
tears',1
asham'd,17
proclamation,22
behaviours,6
hellish,8
obstinacy,2
suspected,7
clew,1
forswear't,2
howe'er,10
avail,4
disclose,4
affection,80
passions,20
appeach'd,1
knee,68
so's,1
offended,48
hurts,15
lov'd,112
token,32
presumptuous,5
vain,89
captious,1
intenible,1
sieve,4
pour,37
waters,31
indian-like,1
worshipper,2
encounter,53
aged,29
cites,2
chastely,3
dian,20
seeks,30
search,50
implies,1
riddle-like,1
intent-speak,1
truly-,2
prov'd,21
reading,33
manifest,13
experience,21
collected,11
sovereignty,25
will'd,5
heedfull'st,1
reservation,5
notes,24
faculties,9
inclusive,2
amongst,41
languishings,1
render'd,3
motive,16
conversation,10
schools,5
embowell'd,2
doctrine,8
danger,110
great'st,7
luckiest,1
success,49
i'd,43
venture,34
well-lost,1
grace's,18
believe't,6
knowingly,1
attendants,133
greetings,9
attempt,36
taking,36
war-like,3
principles,1
stretch,19
receiv'd,51
well-ent'red,1
malady,11
sons,167
frenchmen,13
higher,38
italy-,1
bated,7
monarchy-see,1
questant,1
shrinks,4
aloud,27
bidding,27
girls,13
italy,35
language,43
beware,29
captives,9
warnings,2
retires,10
attended,48
spark,11
admirable,15
coil,11
'too,1
young',1
year',1
tis,49
bravely,38
forehorse,1
smock,8
creaking,2
shoes,20
bought,54
dance,78
parting,31
tortur'd,4
heroes,2
kin,35
sparks,10
lustrous,2
metals,3
regiment,8
spinii,1
spurio,2
cicatrice,3
emblem,1
